piece;date;journal;compte;libelle;debit;credit;code_tva;tiers;reference
AC202500185;22/10/2025;AC;615000;Campagne de publicite;1997,56;;A17;F0022;FA202510-0185
AC202500185;22/10/2025;AC;421611;TVA deductible 17%;339,59;;NA;F0022;FA202510-0185
AC202500185;22/10/2025;AC;441100;PHILIPPE - Campagne de publicite;;2337,15;NA;F0022;FA202510-0185
VE202500011;22/10/2025;VE;401100;DIAZ PETITJEAN ET FILS - Vente de marchandises - taux reduit;3162,53;;NA;C0017;FV202510-0011
VE202500011;22/10/2025;VE;702000;Vente de marchandises - taux reduit;;2928,27;S8;C0017;FV202510-0011
VE202500011;22/10/2025;VE;461413;TVA collectee 8%;;234,26;NA;C0017;FV202510-0011
VE202500071;22/10/2025;VE;401100;JACQUOT ET FILS - Vente de produits finis;4350,05;;NA;C0027;FV202510-0071
VE202500071;22/10/2025;VE;705000;Vente de produits finis;;3717,99;S17;C0027;FV202510-0071
VE202500071;22/10/2025;VE;461411;TVA collectee 17%;;632,06;NA;C0027;FV202510-0071
VE202500218;22/10/2025;VE;401100;LESAGE - Vente de marchandises;13057,66;;NA;C0024;FV202510-0218
VE202500218;22/10/2025;VE;702000;Vente de marchandises;;11160,39;S17;C0024;FV202510-0218
VE202500218;22/10/2025;VE;461411;TVA collectee 17%;;1897,27;NA;C0024;FV202510-0218
BQ202500344;23/10/2025;BQ;441100;ROCHE SARL - reglement;723,79;;NA;F0009;FA202510-0116
BQ202500344;23/10/2025;BQ;511100;Paiement FA202510-0116;;723,79;NA;F0009;FA202510-0116
VE202500025;23/10/2025;VE;401100;DIAZ PETITJEAN ET FILS - Vente de marchandises;1811,89;;NA;C0017;FV202510-0025
VE202500025;23/10/2025;VE;702000;Vente de marchandises;;1548,62;S17;C0017;FV202510-0025
VE202500025;23/10/2025;VE;461411;TVA collectee 17%;;263,27;NA;C0017;FV202510-0025
AC202500204;24/10/2025;AC;611500;Charges locatives;332,68;;A17;F0004;FA202510-0204
AC202500204;24/10/2025;AC;421611;TVA deductible 17%;56,56;;NA;F0004;FA202510-0204
AC202500204;24/10/2025;AC;441100;BOURDON S.A.R.L. - Charges locatives;;389,24;NA;F0004;FA202510-0204
BQ202500118;24/10/2025;BQ;511100;Encaissement FV202509-0135;6551,40;;NA;C0011;FV202509-0135
BQ202500118;24/10/2025;BQ;401100;CHEVALIER SARL - reglement;;6551,40;NA;C0011;FV202509-0135
BQ202500302;24/10/2025;BQ;441100;ALVES - reglement;1558,91;;NA;F0002;FA202509-0064
BQ202500302;24/10/2025;BQ;511100;Paiement FA202509-0064;;1558,91;NA;F0002;FA202509-0064
BQ202500294;25/10/2025;BQ;441100;THIBAULT BOUCHET SARL - reglement;186,42;;NA;F0003;FA202509-0056
BQ202500294;25/10/2025;BQ;511100;Paiement FA202509-0056;;186,42;NA;F0003;FA202509-0056
OD202500010;25/10/2025;OD;621000;Salaires bruts 10/2025;23075,60;;NA;;PAIE-10
OD202500010;25/10/2025;OD;622000;Charges patronales 10/2025;2999,83;;NA;;PAIE-10
OD202500010;25/10/2025;OD;462000;Cotisations CCSS;;5884,28;NA;;PAIE-10
OD202500010;25/10/2025;OD;471000;Net a payer;;20191,15;NA;;PAIE-10
AC202500091;27/10/2025;AC;606000;Achat de marchandises - taux reduit;6210,74;;A8;F0020;FA202510-0091
AC202500091;27/10/2025;AC;421613;TVA deductible 8%;496,86;;NA;F0020;FA202510-0091
AC202500091;27/10/2025;AC;441100;GRONDIN - Achat de marchandises - taux reduit;;6707,60;NA;F0020;FA202510-0091
BQ202500054;27/10/2025;BQ;511100;Encaissement FV202509-0064;984,01;;NA;C0016;FV202509-0064
BQ202500054;27/10/2025;BQ;401100;ADAM VERDIER ET FILS - reglement;;984,01;NA;C0016;FV202509-0064
BQ202500069;27/10/2025;BQ;511100;Encaissement FV202510-0079;4026,13;;NA;C0017;FV202510-0079
BQ202500069;27/10/2025;BQ;401100;DIAZ PETITJEAN ET FILS - reglement;;4026,13;NA;C0017;FV202510-0079
BQ202500144;27/10/2025;BQ;511100;Encaissement FV202509-0166;1720,18;;NA;C0001;FV202509-0166
BQ202500144;27/10/2025;BQ;401100;ROUSSEL - reglement;;1720,18;NA;C0001;FV202509-0166
VE202500273;27/10/2025;VE;401100;FAIVRE LELEU ET FILS - Prestation de services;5105,89;;NA;C0003;FV202510-0273
VE202500273;27/10/2025;VE;704000;Prestation de services;;4364,01;S17;C0003;FV202510-0273
VE202500273;27/10/2025;VE;461411;TVA collectee 17%;;741,88;NA;C0003;FV202510-0273
AC202500046;28/10/2025;AC;617000;Telecommunications;543,48;;A17;F0004;FA202510-0046
AC202500046;28/10/2025;AC;421611;TVA deductible 17%;92,39;;NA;F0004;FA202510-0046
AC202500046;28/10/2025;AC;441100;BOURDON S.A.R.L. - Telecommunications;;635,87;NA;F0004;FA202510-0046
BQ202500462;28/10/2025;BQ;618000;Frais de tenue de compte;69,31;;NA;;BQ-FRAIS-10
BQ202500462;28/10/2025;BQ;511100;Frais bancaires;;69,31;NA;;BQ-FRAIS-10
BQ202500463;28/10/2025;BQ;192100;Remboursement emprunt - capital;1600,00;;NA;;EMP-10
BQ202500463;28/10/2025;BQ;655000;Interets de l'emprunt;210,80;;NA;;EMP-10
BQ202500463;28/10/2025;BQ;511100;Echeance emprunt;;1810,80;NA;;EMP-10
BQ202500486;28/10/2025;BQ;471000;Virement des salaires;20191,15;;NA;;PAIE-10
BQ202500486;28/10/2025;BQ;511100;Virement des salaires;;20191,15;NA;;PAIE-10
BQ202500487;28/10/2025;BQ;462000;Paiement CCSS;5884,28;;NA;;CCSS-10
BQ202500487;28/10/2025;BQ;511100;Paiement CCSS;;5884,28;NA;;CCSS-10
VE202500144;28/10/2025;VE;401100;JOLY S.A.R.L. - Prestation de services;3018,17;;NA;C0002;FV202510-0144
VE202500144;28/10/2025;VE;704000;Prestation de services;;2579,63;S17;C0002;FV202510-0144
VE202500144;28/10/2025;VE;461411;TVA collectee 17%;;438,54;NA;C0002;FV202510-0144
VE202500152;28/10/2025;VE;401100;REY - Prestation intracommunautaire;16629,47;;NA;C0025;FV202510-0152
VE202500152;28/10/2025;VE;704000;Prestation intracommunautaire;;16629,47;SIC;C0025;FV202510-0152
AC202500002;29/10/2025;AC;616100;Transport sur achats;683,42;;A17;F0007;FA202510-0002
AC202500002;29/10/2025;AC;421611;TVA deductible 17%;116,18;;NA;F0007;FA202510-0002
AC202500002;29/10/2025;AC;441100;BOUTIN SARL - Transport sur achats;;799,60;NA;F0007;FA202510-0002
AC202500167;29/10/2025;AC;607100;Fournitures de bureau;608,66;;A17;F0012;FA202510-0167
AC202500167;29/10/2025;AC;421611;TVA deductible 17%;103,47;;NA;F0012;FA202510-0167
AC202500167;29/10/2025;AC;441100;GRÉGOIRE - Fournitures de bureau;;712,13;NA;F0012;FA202510-0167
AC202500246;29/10/2025;AC;606999;Honoraires comptables;1104,03;;A17;F0009;FA202510-0246
AC202500246;29/10/2025;AC;421611;TVA deductible 17%;187,69;;NA;F0009;FA202510-0246
AC202500246;29/10/2025;AC;441100;ROCHE SARL - Honoraires comptables;;1291,72;NA;F0009;FA202510-0246
VE202500038;29/10/2025;VE;401100;ADAM VERDIER ET FILS - Prestation de services;3336,78;;NA;C0016;FV202510-0038
VE202500038;29/10/2025;VE;704000;Prestation de services;;2851,95;S17;C0016;FV202510-0038
VE202500038;29/10/2025;VE;461411;TVA collectee 17%;;484,83;NA;C0016;FV202510-0038
AC202500128;30/10/2025;AC;607200;Electricite et gaz;712,14;;A8;F0003;FA202510-0128
AC202500128;30/10/2025;AC;421613;TVA deductible 8%;56,97;;NA;F0003;FA202510-0128
AC202500128;30/10/2025;AC;441100;THIBAULT BOUCHET SARL - Electricite et gaz;;769,11;NA;F0003;FA202510-0128
AC202500131;30/10/2025;AC;607100;Fournitures de bureau;641,65;;A17;F0007;FA202510-0131
AC202500131;30/10/2025;AC;421611;TVA deductible 17%;109,08;;NA;F0007;FA202510-0131
AC202500131;30/10/2025;AC;441100;BOUTIN SARL - Fournitures de bureau;;750,73;NA;F0007;FA202510-0131
AC202500180;30/10/2025;AC;616200;Frais de restaurant;218,56;109,28;A3;F0008;FA202510-0180
AC202500180;30/10/2025;AC;421614;TVA deductible 3%;6,56;;NA;F0008;FA202510-0180
AC202500180;30/10/2025;AC;441100;DUVAL - Frais de restaurant;;225,12;NA;F0008;FA202510-0180
AC202500221;30/10/2025;AC;601000;Achat de matieres premieres;2611,24;;A17;F0001;FA202510-0221
AC202500221;30/10/2025;AC;421611;TVA deductible 17%;443,91;;NA;F0001;FA202510-0221
AC202500221;30/10/2025;AC;441100;MARQUES - Achat de matieres premieres;;3055,15;NA;F0001;FA202510-0221
AC202500242;30/10/2025;AC;601000;Achat de matieres premieres;3416,80;;A17;F0004;FA202510-0242
AC202500242;30/10/2025;AC;421611;TVA deductible 17%;580,86;;NA;F0004;FA202510-0242
AC202500242;30/10/2025;AC;441100;BOURDON S.A.R.L. - Achat de matieres premieres;;3997,66;NA;F0004;FA202510-0242
VE202500012;30/10/2025;VE;401100;FONTAINE LE ROUX SARL - Prestation de services;4189,89;;NA;C0006;FV202510-0012
VE202500012;30/10/2025;VE;704000;Prestation de services;;3581,10;S17;C0006;FV202510-0012
VE202500012;30/10/2025;VE;461411;TVA collectee 17%;;608,79;NA;C0006;FV202510-0012
VE202500122;30/10/2025;VE;401100;JOLY S.A.R.L. - Vente de produits finis;4334,55;;NA;C0002;FV202510-0122
VE202500122;30/10/2025;VE;705000;Vente de produits finis;;3704,74;S17;C0002;FV202510-0122
VE202500122;30/10/2025;VE;461411;TVA collectee 17%;;629,81;NA;C0002;FV202510-0122
AC202500065;31/10/2025;AC;606000;Achat de marchandises - taux reduit;5308,08;;A8;F0011;FA202510-0065
AC202500065;31/10/2025;AC;421613;TVA deductible 8%;424,65;;NA;F0011;FA202510-0065
AC202500065;31/10/2025;AC;441100;GUIBERT S.A. - Achat de marchandises - taux reduit;;5732,73;NA;F0011;FA202510-0065
BQ202500052;31/10/2025;BQ;511100;Encaissement FV202510-0061;4629,97;;NA;C0006;FV202510-0061
BQ202500052;31/10/2025;BQ;401100;FONTAINE LE ROUX SARL - reglement;;4629,97;NA;C0006;FV202510-0061
BQ202500142;31/10/2025;BQ;511100;Encaissement FV202510-0164;2485,30;;NA;C0007;FV202510-0164
BQ202500142;31/10/2025;BQ;401100;BONNEAU - reglement;;2485,30;NA;C0007;FV202510-0164
OD202500028;31/10/2025;OD;461413;Solde TVA collectee 10/2025;624,89;;NA;;TVA-10
OD202500028;31/10/2025;OD;461411;Solde TVA collectee 10/2025;15951,86;;NA;;TVA-10
OD202500028;31/10/2025;OD;421611;Solde TVA deductible 10/2025;;5615,46;NA;;TVA-10
OD202500028;31/10/2025;OD;421613;Solde TVA deductible 10/2025;;1032,09;NA;;TVA-10
OD202500028;31/10/2025;OD;421614;Solde TVA deductible 10/2025;;6,56;NA;;TVA-10
OD202500028;31/10/2025;OD;461500;TVA due 10/2025;;9922,64;NA;;TVA-10
VE202500187;31/10/2025;VE;401100;DIAZ PETITJEAN ET FILS - Prestation de services;5143,00;;NA;C0017;FV202510-0187
VE202500187;31/10/2025;VE;704000;Prestation de services;;4395,73;S17;C0017;FV202510-0187
VE202500187;31/10/2025;VE;461411;TVA collectee 17%;;747,27;NA;C0017;FV202510-0187
BQ202500045;01/11/2025;BQ;511100;Encaissement FV202509-0053;2320,96;;NA;C0007;FV202509-0053
BQ202500045;01/11/2025;BQ;401100;BONNEAU - reglement;;2320,96;NA;C0007;FV202509-0053
BQ202500398;01/11/2025;BQ;441100;PHILIPPE - reglement;2337,15;;NA;F0022;FA202510-0185
BQ202500398;01/11/2025;BQ;511100;Paiement FA202510-0185;;2337,15;NA;F0022;FA202510-0185
BQ202500018;02/11/2025;BQ;511100;Encaissement FV202509-0022;4508,88;;NA;C0008;FV202509-0022
BQ202500018;02/11/2025;BQ;401100;BOUTIN DUMAS ET FILS - reglement;;4508,88;NA;C0008;FV202509-0022
BQ202500308;02/11/2025;BQ;441100;LEGRAND BOURDON ET FILS - reglement;583,10;;NA;F0015;FA202510-0070
BQ202500308;02/11/2025;BQ;511100;Paiement FA202510-0070;;583,10;NA;F0015;FA202510-0070
BQ202500418;02/11/2025;BQ;441100;LAPORTE MULLER SA - reglement;2330,51;;NA;F0016;FA202509-0216
BQ202500418;02/11/2025;BQ;511100;Paiement FA202509-0216;;2330,51;NA;F0016;FA202509-0216
BQ202500252;03/11/2025;BQ;441100;GRÉGOIRE - reglement;378,64;;NA;F0012;FA202510-0006
BQ202500252;03/11/2025;BQ;511100;Paiement FA202510-0006;;378,64;NA;F0012;FA202510-0006
VE202500277;03/11/2025;VE;401100;LECLERCQ S.A.S. - Prestation de services;3843,68;;NA;C0020;FV202511-0277
VE202500277;03/11/2025;VE;704000;Prestation de services;;3285,20;S17;C0020;FV202511-0277
VE202500277;03/11/2025;VE;461411;TVA collectee 17%;;558,48;NA;C0020;FV202511-0277
AC202500045;04/11/2025;AC;606000;Achat de marchandises;4305,21;;A17;F0020;FA202511-0045
AC202500045;04/11/2025;AC;421611;TVA deductible 17%;731,89;;NA;F0020;FA202511-0045
AC202500045;04/11/2025;AC;441100;GRONDIN - Achat de marchandises;;5037,10;NA;F0020;FA202511-0045
AC202500055;04/11/2025;AC;614100;Honoraires comptables;3164,11;;A17;F0021;FA202511-0055
AC202500055;04/11/2025;AC;421611;TVA deductible 17%;537,90;;NA;F0021;FA202511-0055
AC202500055;04/11/2025;AC;441100;FOURNIER - Honoraires comptables;;3702,01;NA;F0021;FA202511-0055
AC202500178;04/11/2025;AC;616200;Frais de restaurant;369,59;;A3;F0014;FA202511-0178
AC202500178;04/11/2025;AC;421614;TVA deductible 3%;11,09;;NA;F0014;FA202511-0178
AC202500178;04/11/2025;AC;441100;BOUSQUET - Frais de restaurant;;380,68;NA;F0014;FA202511-0178
BQ202500248;04/11/2025;BQ;441100;JACQUES S.A. - reglement;927,32;;NA;F0010;FA202509-0001
BQ202500248;04/11/2025;BQ;511100;Paiement FA202509-0001;;927,32;A17;F0010;FA202509-0001
VE202500107;04/11/2025;VE;401100;LOUIS PAYET S.A. - Exportation hors UE;3779,41;;NA;C0019;FV202511-0107
VE202500107;04/11/2025;VE;702000;Exportation hors UE;;3779,41;SEX;C0019;FV202511-0107
AC202500113;05/11/2025;AC;616200;Frais de restaurant;146,31;;A3;F0011;FA202511-0113
AC202500113;05/11/2025;AC;421614;TVA deductible 3%;4,39;;NA;F0011;FA202511-0113
AC202500113;05/11/2025;AC;441100;GUIBERT S.A. - Frais de restaurant;;150,70;NA;F0011;FA202511-0113
BQ202500153;05/11/2025;BQ;511100;Encaissement FV202510-0177;7243,63;;NA;C0005;FV202510-0177
BQ202500153;05/11/2025;BQ;401100;BARTHELEMY S.A.S. - reglement;;7243,63;NA;C0005;FV202510-0177
BQ202500363;05/11/2025;BQ;441100;BOUSQUET - reglement;11978,71;;NA;F0014;FA202510-0141
BQ202500363;05/11/2025;BQ;511100;Paiement FA202510-0141;;11978,71;NA;F0014;FA202510-0141
VE202500147;05/11/2025;VE;401100;BRUNEAU S.A.S. - Vente de produits finis;1718,95;;NA;C0022;FV202511-0147
VE202500147;05/11/2025;VE;705000;Vente de produits finis;;1469,19;S17;C0022;FV202511-0147
VE202500147;05/11/2025;VE;461411;TVA collectee 17%;;249,76;NA;C0022;FV202511-0147
AC202500031;06/11/2025;AC;607300;Carburant;550,95;;A17;F0012;FA202511-0031
AC202500031;06/11/2025;AC;421611;TVA deductible 17%;93,66;;NA;F0012;FA202511-0031
AC202500031;06/11/2025;AC;441100;GRÉGOIRE - Carburant;;644,61;NA;F0012;FA202511-0031
VE202500153;06/11/2025;VE;401100;DOS SANTOS BESNARD SA - Prestation de services;4331,74;;NA;C0026;FV202511-0153
VE202500153;06/11/2025;VE;704000;Prestation de services;;3702,34;S17;C0026;FV202511-0153
VE202500153;06/11/2025;VE;461411;TVA collectee 17%;;629,40;NA;C0026;FV202511-0153
AC202500229;07/11/2025;AC;607200;Electricite et gaz;1214,96;;A8;F0012;FA202511-0229
AC202500229;07/11/2025;AC;421613;TVA deductible 8%;97,20;;NA;F0012;FA202511-0229
AC202500229;07/11/2025;AC;441100;GRÉGOIRE - Electricite et gaz;;1312,16;NA;F0012;FA202511-0229
BQ202500033;07/11/2025;BQ;511100;Encaissement FV202509-0040;3139,94;;NA;C0010;FV202509-0040
BQ202500033;07/11/2025;BQ;401100;HENRY - reglement;;3139,94;NA;C0010;FV202509-0040
BQ202500053;07/11/2025;BQ;511100;Encaissement FV202509-0063;3735,58;;NA;C0009;FV202509-0063
BQ202500053;07/11/2025;BQ;401100;JACQUET SARL - reglement;;3735,58;NA;C0009;FV202509-0063
VE202500199;07/11/2025;VE;401100;COLLET - Vente de biens - taux super-reduit;2728,16;;NA;C0023;FV202511-0199
VE202500199;07/11/2025;VE;702000;Vente de biens - taux super-reduit;;2648,70;S3;C0023;FV202511-0199
VE202500199;07/11/2025;VE;461414;TVA collectee 3%;;79,46;NA;C0023;FV202511-0199
BQ202500432;09/11/2025;BQ;441100;DUVAL - reglement;9409,97;;NA;F0008;FA202509-0236
BQ202500432;09/11/2025;BQ;511100;Paiement FA202509-0236;;9409,97;NA;F0008;FA202509-0236
AC202500044;10/11/2025;AC;61;Fournitures de bureau;618,91;;A17;F0004;FA202511-0044
AC202500044;10/11/2025;AC;421611;TVA deductible 17%;105,21;;NA;F0004;FA202511-0044
AC202500044;10/11/2025;AC;441100;BOURDON S.A.R.L. - Fournitures de bureau;;724,12;NA;F0004;FA202511-0044
BQ202500137;10/11/2025;BQ;511100;Encaissement FV202509-0157;541,32;;NA;C0014;FV202509-0157
BQ202500137;10/11/2025;BQ;401100;BONNIN SA - reglement;;541,32;NA;C0014;FV202509-0157
BQ202500166;10/11/2025;BQ;511100;Encaissement FV202510-0192;2375,16;;NA;C0001;FV202510-0192
BQ202500166;10/11/2025;BQ;401100;ROUSSEL - reglement;;2375,16;NA;C0001;FV202510-0192
BQ202500238;10/11/2025;BQ;511100;Encaissement FV202510-0290;2165,30;;NA;C0013;FV202510-0290
BQ202500238;10/11/2025;BQ;401100;AUGER - reglement;;2165,30;NA;C0013;FV202510-0290
VE202500019;10/11/2025;VE;401100;BOUTIN DUMAS ET FILS - Vente de produits finis;12656,81;;NA;C0008;FV202511-0019
VE202500019;10/11/2025;VE;705000;Vente de produits finis;;10817,79;S17;C0008;FV202511-0019
VE202500019;10/11/2025;VE;461411;TVA collectee 17%;;1839,02;NA;C0008;FV202511-0019
VE202500235;10/11/2025;VE;401100;BONNIN SA - Vente de marchandises;6318,21;;NA;C0014;FV202511-0235
VE202500235;10/11/2025;VE;702000;Vente de marchandises;;5400,18;S17;C0014;FV202511-0235
VE202500235;10/11/2025;VE;461411;TVA collectee 17%;;918,03;NA;C0014;FV202511-0235
VE202500278;10/11/2025;VE;401100;PARENT - Vente de marchandises - taux reduit;8931,99;;NA;C0028;FV202511-0278
VE202500278;10/11/2025;VE;702000;Vente de marchandises - taux reduit;;8270,36;S8;C0028;FV202511-0278
VE202500278;10/11/2025;VE;461413;TVA collectee 8%;;661,63;NA;C0028;FV202511-0278
AC202500102;11/11/2025;AC;614200;Honoraires juridiques;2093,33;;A17;F0015;FA202511-0102
AC202500102;11/11/2025;AC;421611;TVA deductible 17%;355,87;;NA;F0015;FA202511-0102
AC202500102;11/11/2025;AC;441100;LEGRAND BOURDON ET FILS - Honoraires juridiques;;2449,20;NA;F0015;FA202511-0102
AC202500196;11/11/2025;AC;612000;Entretien et reparations;2513,15;;A17;F0015;FA202511-0196
AC202500196;11/11/2025;AC;421611;TVA deductible 17%;427,24;;NA;F0015;FA202511-0196
AC202500196;11/11/2025;AC;441100;LEGRAND BOURDON ET FILS - Entretien et reparations;;2940,39;NA;F0015;FA202511-0196
BQ202500212;11/11/2025;BQ;511100;Encaissement FV202510-0260;13687,60;;NA;C0022;FV202510-0260
BQ202500212;11/11/2025;BQ;401100;BRUNEAU S.A.S. - reglement;;13687,60;NA;C0022;FV202510-0260
BQ202500267;11/11/2025;BQ;441100;THIBAULT BOUCHET SARL - reglement;620,23;;NA;F0003;FA202510-0024
BQ202500267;11/11/2025;BQ;511100;Paiement FA202510-0024;;620,23;NA;F0003;FA202510-0024
VE202500150;12/11/2025;VE;401100;ADAM VERDIER ET FILS - Vente de marchandises;711,51;;NA;C0016;FV202511-0150
VE202500150;12/11/2025;VE;702000;Vente de marchandises;;608,13;S17;C0016;FV202511-0150
VE202500150;12/11/2025;VE;461411;TVA collectee 17%;;103,38;NA;C0016;FV202511-0150
VE202500155;12/11/2025;VE;401100;JOLY S.A.R.L. - Prestation de services;2066,49;;NA;C0002;FV202511-0155
VE202500155;12/11/2025;VE;704000;Prestation de services;;1766,23;S17;C0002;FV202511-0155
VE202500155;12/11/2025;VE;461411;TVA collectee 17%;;300,26;NA;C0002;FV202511-0155
VE202500203;12/11/2025;VE;401100;GIMENEZ S.A. - Prestation intracommunautaire;5556,39;;NA;C0004;FV202511-0203
VE202500203;12/11/2025;VE;704000;Prestation intracommunautaire;;5556,39;SIC;C0004;FV202511-0203
VE202500065;13/11/2025;VE;401100;BRUNEAU S.A.S. - Prestation intracommunautaire;3968,36;;NA;C0022;FV202511-0065
VE202500065;13/11/2025;VE;704000;Prestation intracommunautaire;;3968,36;SIC;C0022;FV202511-0065
VE202500065;13/11/2025;VE;401100;BRUNEAU S.A.S. - Prestation intracommunautaire;3968,36;;NA;C0022;FV202511-0065
VE202500065;13/11/2025;VE;704000;Prestation intracommunautaire;;3968,36;SIC;C0022;FV202511-0065
BQ202500170;14/11/2025;BQ;511100;Encaissement FV202509-0196;1974,56;;NA;C0005;FV202509-0196
BQ202500170;14/11/2025;BQ;401100;BARTHELEMY S.A.S. - reglement;;1974,56;NA;C0005;FV202509-0196
VE202500095;14/11/2025;VE;401100;BOUTIN DUMAS ET FILS - Prestation de services;2976,57;;NA;C0008;FV202511-0095
VE202500095;14/11/2025;VE;704000;Prestation de services;;2544,08;S17;C0008;FV202511-0095
VE202500095;14/11/2025;VE;461411;TVA collectee 17%;;432,49;NA;C0008;FV202511-0095
VE202500248;14/11/2025;VE;401100;REY - Prestation de services;8329,79;;NA;C0025;FV202511-0248
VE202500248;14/11/2025;VE;704000;Prestation de services;;7119,48;S17;C0025;FV202511-0248
VE202500248;14/11/2025;VE;461411;TVA collectee 17%;;1210,31;NA;C0025;FV202511-0248
BQ202500020;15/11/2025;BQ;511100;Encaissement FV202510-0024;3240,95;;NA;C0013;FV202510-0024
BQ202500020;15/11/2025;BQ;401100;AUGER - reglement;;3240,95;NA;C0013;FV202510-0024
AC202500179;17/11/2025;AC;611500;Charges locatives;651,86;;A17;F0009;FA202511-0179
AC202500179;17/11/2025;AC;421611;TVA deductible 17%;110,82;;NA;F0009;FA202511-0179
AC202500179;17/11/2025;AC;441100;ROCHE SARL - Charges locatives;;762,68;NA;F0009;FA202511-0179
BQ202500382;17/11/2025;BQ;441100;LAPORTE MULLER SA - reglement;858,43;;NA;F0016;FA202510-0164
BQ202500382;17/11/2025;BQ;511100;Paiement FA202510-0164;;858,43;NA;F0016;FA202510-0164
BQ202500423;17/11/2025;BQ;441100;MARQUES - reglement;3055,15;;NA;F0001;FA202510-0221
BQ202500423;17/11/2025;BQ;511100;Paiement FA202510-0221;;3055,15;NA;F0001;FA202510-0221
VE202500224;17/11/2025;VE;401100;BOUVET - Prestation de services;9586,35;;NA;C0018;FV202511-0224
VE202500224;17/11/2025;VE;704000;Prestation de services;;8193,46;S17;C0018;FV202511-0224
VE202500224;17/11/2025;VE;461411;TVA collectee 17%;;1392,89;NA;C0018;FV202511-0224
BQ202500188;18/11/2025;BQ;511100;Encaissement FV202509-0223;8946,08;;NA;C0026;FV202509-0223
BQ202500188;18/11/2025;BQ;401100;DOS SANTOS BESNARD SA - reglement;;8946,08;NA;C0026;FV202509-0223
VE202500148;18/11/2025;VE;401100;BOUVET - Prestation de services;2945,55;;NA;C0018;FV202511-0148
VE202500148;18/11/2025;VE;704000;Prestation de services;;2517,56;S17;C0018;FV202511-0148
VE202500148;18/11/2025;VE;461411;TVA collectee 17%;;427,99;NA;C0018;FV202511-0148
AC202500233;19/11/2025;AC;607300;Carburant;789,84;;A17;F0015;FA202511-0233
AC202500233;19/11/2025;AC;421611;TVA deductible 17%;134,27;;NA;F0015;FA202511-0233
AC202500233;19/11/2025;AC;441100;LEGRAND BOURDON ET FILS - Carburant;;924,11;NA;F0015;FA202511-0233
BQ202500215;19/11/2025;BQ;511100;Encaissement FV202509-0263;2731,74;;NA;C0009;FV202509-0263
BQ202500215;19/11/2025;BQ;401100;JACQUET SARL - reglement;;2731,74;NA;C0009;FV202509-0263
BQ202500367;19/11/2025;BQ;441100;ALVES - reglement;665,91;;NA;F0002;FA202510-0147
BQ202500367;19/11/2025;BQ;511100;Paiement FA202510-0147;;665,91;NA;F0002;FA202510-0147
VE202500006;19/11/2025;VE;401100;FAIVRE LELEU ET FILS - Vente de marchandises - taux reduit;379,88;;NA;C0003;FV202511-0006
VE202500006;19/11/2025;VE;702000;Vente de marchandises - taux reduit;;340,17;S8;C0003;FV202511-0006
VE202500006;19/11/2025;VE;461413;TVA collectee 8%;;27,21;NA;C0003;FV202511-0006
VE202500143;19/11/2025;VE;401100;GIMENEZ S.A. - Prestation de services;3280,34;;NA;C0004;FV202511-0143
VE202500143;19/11/2025;VE;704000;Prestation de services;;2803,71;S17;C0004;FV202511-0143
VE202500143;19/11/2025;VE;461411;TVA collectee 17%;;476,63;NA;C0004;FV202511-0143
AC202500119;20/11/2025;AC;614300;Abonnements logiciels;674,72;;A17;F0017;FA202511-0119
AC202500119;20/11/2025;AC;421611;TVA deductible 17%;114,70;;NA;F0017;FA202511-0119
AC202500119;20/11/2025;AC;441100;CHAUVEAU S.A. - Abonnements logiciels;;789,42;NA;F0017;FA202511-0119
AC202500163;20/11/2025;AC;607200;Electricite et gaz;1232,65;;A8;F0001;FA202511-0163
AC202500163;20/11/2025;AC;421613;TVA deductible 8%;98,61;;NA;F0001;FA202511-0163
AC202500163;20/11/2025;AC;441100;MARQUES - Electricite et gaz;;1331,26;NA;F0001;FA202511-0163
BQ202500220;20/11/2025;BQ;511100;Encaissement FV202510-0268;3192,57;;NA;C0002;FV202510-0268
BQ202500220;20/11/2025;BQ;401100;JOLY S.A.R.L. - reglement;;3192,57;NA;C0002;FV202510-0268
BQ202500254;20/11/2025;BQ;441100;THIBAULT BOUCHET SARL - reglement;901,27;;NA;F0003;FA202509-0008
BQ202500254;20/11/2025;BQ;511100;Paiement FA202509-0008;;901,27;NA;F0003;FA202509-0008
VE202500108;20/11/2025;VE;401100;LOUIS PAYET S.A. - Prestation de services;7152,58;;NA;C0019;FV202511-0108
VE202500108;20/11/2025;VE;704000;Prestation de services;;6113,32;S17;C0019;FV202511-0108
VE202500108;20/11/2025;VE;461411;TVA collectee 17%;;1039,26;NA;C0019;FV202511-0108
VE202500151;20/11/2025;VE;401100;DIAZ PETITJEAN ET FILS - Vente de marchandises;13246,73;;NA;C0017;FV202511-0151
VE202500151;20/11/2025;VE;702000;Vente de marchandises;;11321,99;S17;C0017;FV202511-0151
VE202500151;20/11/2025;VE;461411;TVA collectee 17%;;1924,74;NA;C0017;FV202511-0151
AC202500015;21/11/2025;AC;607100;Fournitures de bureau;372,40;;A17;F0012;FA202511-0015
AC202500015;21/11/2025;AC;421611;TVA deductible 17%;63,31;;NA;F0012;FA202511-0015
AC202500015;21/11/2025;AC;441100;GRÉGOIRE - Fournitures de bureau;;435,71;NA;F0012;FA202511-0015
